B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR,SERIAL NUMBER
,,20230619,120130,6-V-26-10-I,31316112,L4,3520,87247061,4404076
,,20230619,120130,2-V-1-9-I,32213552,L4,9600,87247061,4404077
,,20230619,120130,6-V-6-3-I,31375039,L4,11200,87247061,4404078
,,20230619,120130,2-H-12-3-I,31375039,L4,11200,87247061,4404079
,,20230619,120130,6-H-30-1-I,31375102,L4,9600,87247061,4404080
,,20230619,120130,2-V-14-9-I,31375102,L4,9600,87247061,4404081
,,20230619,120130,1-V-3-2-I,31375132,L4,3520,87247061,4404082
,,20230619,120130,1-V-7-13-I,31375132,L4,3520,87247061,4404083
,,20230619,120130,3-V-10-3-I,32213553,L4,9600,87247061,4404084
,,20230619,120130,3-H-12-2-I,32224532,L4,9600,87247061,4404085
,,20230619,95827,3-H-38-11-I,31320541,L4,640,,4404086
,,20230619,115507,6-H-1-9-I,32202461,L4,480,2859339,4404087
,,20230619,115507,3-V-2-9-I,32202461,L4,480,2859339,4404088
,,20230619,72007,3-V-33-1-Y,31359414,K3,72,43418773,4404089
,,20230619,72007,6-H-37-2-Y,31359414,K3,72,43418773,4404090
,,20230619,72007,1-H-25-3-Y,31359414,K3,72,43418773,4404091
,,20230619,72007,6-V-32-12-Y,31359414,K3,72,43418773,4404092
,,20230619,72007,2-V-29-2-I,31359414,K3,72,43418773,4404093
,,20230619,72007,4-V-46-9-I,31359414,K3,72,43418773,4404094
,,20230619,72007,5-H-2-5-Y,31359414,K3,72,43418773,4404095
,,20230619,72007,3-H-38-9-Y,31359414,K3,72,43418773,4404096
,,20230619,72007,2-H-13-9-Y,31359414,K3,72,43418773,4404097
,,20230619,72007,2-V-13-5-Y,31359414,K3,72,43418773,4404098
,,20230619,72007,6-V-32-12-I,31359414,K3,72,43418773,4404099
,,20230619,72007,2-H-21-7-Y,31359414,K3,72,43418773,4404100
,,20230619,72007,5-H-7-6-Y,31359414,K3,72,43418773,4404101
,,20230619,72007,4-V-25-14-Y,31359414,K3,72,43418773,4404102
,,20230619,72007,1-V-15-6-I,31359414,K3,72,43418773,4404103
,,20230619,72007,5-H-14-6-I,31359414,L4,72,43418773,4404104
,,20230619,72007,4-V-46-6-I,31359414,K3,72,43418773,4404105
,,20230619,72007,4-H-42-5-Y,31359414,K3,72,43418773,4404106
,,20230619,72007,2-V-38-4-I,31359414,K3,72,43418773,4404107
,,20230619,72007,3-H-7-5-Y,31359414,K3,72,43418773,4404108
,,20230619,72007,2-V-38-6-Y,31359414,K3,72,43418773,4404109
,,20230619,72007,2-V-35-13-I,31359414,K3,72,43418773,4404110
,,20230619,72007,2-H-33-4-Y,31359414,K3,72,43418773,4404111
,,20230619,72007,5-H-18-5-I,31359414,K3,72,43418773,4404112
,,20230619,72007,3-H-16-7-I,31359414,K3,72,43418773,4404113
,,20230619,72007,2-V-13-5-I,31359414,K3,72,43418773,4404114
,,20230619,72007,4-H-46-9-I,31359414,K3,72,43418773,4404115
,,20230619,72007,2-V-29-2-Y,31359414,K3,72,43418773,4404116
,,20230619,72007,4-V-46-8-Y,31359414,K3,72,43418773,4404117
,,20230619,72007,1-H-24-2-Y,31359414,K3,72,43418773,4404118
,,20230619,72007,2-V-35-13-Y,31359414,K3,72,43418773,4404119
,,20230619,72007,3-H-7-5-I,31359414,K3,72,43418773,4404120
,,20230619,72007,5-V-30-4-Y,31359414,K3,72,43418773,4404121
,,20230619,72007,2-H-30-13-Y,31359414,K3,72,43418773,4404122
,,20230619,72007,1-H-24-2-I,31359414,K3,72,43418773,4404123
,,20230619,72007,5-V-29-11-I,31359414,K3,72,43418773,4404124
,,20230619,72007,3-H-11-3-Y,31359414,K3,72,43418773,4404125
,,20230619,72007,3-H-33-1-I,31359414,K3,72,43418773,4404126
,,20230619,72007,5-V-24-4-Y,31359414,K3,72,43418773,4404127
,,20230619,72007,6-H-32-4-Y,31359414,K3,72,43418773,4404128
,,20230619,72007,4-V-46-6-Y,31359414,K3,72,43418773,4404129
,,20230619,72007,2-H-30-13-I,31359414,K3,72,43418773,4404130
,,20230619,72007,3-V-33-1-I,31359414,K3,72,43418773,4404131
,,20230619,72007,5-V-30-4-I,31359414,K3,72,43418773,4404132
,,20230619,72007,1-V-6-4-I,31359414,K3,72,43418773,4404133
,,20230619,72007,4-V-46-8-I,31359414,K3,72,43418773,4404134
,,20230619,72007,3-H-33-1-Y,31359414,K3,72,43418773,4404135
,,20230619,72007,3-V-28-10-I,31359414,L4,72,43418773,4404136
,,20230619,72007,2-H-13-9-I,31359414,K3,72,43418773,4404137
,,20230619,72007,3-V-23-5-Y,31359414,K3,72,43418773,4404138
,,20230619,110314,5-H-4-1-I,32255064,L4,768,85646441,4404139
,,20230619,110314,4-H-3-1-I,32255064,L4,768,85646441,4404140
,,20230619,110314,1-V-2-12-I,32255064,L4,768,85646441,4404141
,,20230619,110314,3-H-1-11-I,32255064,L4,768,85646441,4404142
,,20230619,152106,5-V-12-14-I,32140074,L5,72,575570,4404143
,,20230619,152106,3-H-13-6-I,32140074,L4,72,575570,4404144
,,20230619,152106,5-V-5-14-I,32140074,L5,72,575570,4404145
,,20230619,152106,1-H-14-14-I,32140074,L5,72,575570,4404146
,,20230619,152106,5-H-1-14-I,32140074,L5,72,575570,4404147
,,20230619,152106,6-V-6-9-I,32140074,L4,72,575570,4404148
,,20230619,152106,3-H-31-14-I,32140074,L5,72,575570,4404149
,,20230619,152106,6-V-2-14-I,32140074,L5,72,575570,4404150
,,20230619,152106,2-H-8-1-I,32140074,L4,72,575570,4404151
,,20230619,152106,1-H-8-14-I,32140074,L5,72,575570,4404152
,,20230619,152106,4-V-4-14-I,32140074,L5,72,575570,4404153
,,20230619,152106,1-H-17-14-I,32140076,L5,72,575570,4404154
,,20230619,152106,2-H-7-10-I,32140076,L4,72,575570,4404155
,,20230619,132302,3-V-1-12-I,31430880,L4,1216,23006319,4404156
,,20230619,183508,5-H-13-14-I,32313616,L4,160,72202757,4404157
,,20230619,183508,1-H-5-10-I,32313616,L4,160,72202757,4404158
,,20230619,183508,3-V-24-7-I,32313616,L4,160,72202757,4404159
,,20230619,183508,3-H-12-11-I,32313616,L4,160,72202757,4404160
,,20230619,183508,2-H-26-12-I,32313616,L4,160,72202757,4404161
,,20230619,183508,3-H-13-2-I,32313616,L4,160,72202757,4404162
,,20230619,183508,6-V-27-13-I,32313616,L4,160,72202757,4404163
,,20230619,183508,6-H-34-7-I,32313616,L4,160,72202757,4404164
,,20230619,183508,2-V-22-10-I,32313616,L4,160,72202757,4404165
,,20230619,183508,6-V-17-3-I,32313616,L4,160,72202757,4404166
,,20230619,152105,6-V-22-9-I,32278200,L2,3600,575558,4404167
,,20230619,152105,3-H-21-4-I,31491736,L2,3600,575558,4404168
,,20230619,152105,1-H-10-4-I,31491637,L2,3600,575558,4404169
,,20230619,152105,4-V-23-8-I,31441011,L2,2160,575565,4404170
,,20230619,152106,3-V-11-13-I,31491073,L4,2880,575563,4404171
,,20230619,115507,6-H-6-4-I,31491846,L1,1920,2859186,4404172
,,20230620,41143,5-V-19-10-I,32267625,L3,5400,,4404173
,,20230620,72908,4-H-38-3-I,32298317,K2,18000,,4404174
,,20230620,73549,6-H-23-9-I,32298299,L3,76,,4404175
,,20230620,74243,3-H-28-6-I,32382110,L3,720,,4404176
,,20230620,74415,2-H-32-8-I,32298299,L3,76,,4404177
,,20230620,83606,6-H-6-11-I,32397300,L4,18,,4404178
,,20230620,84546,4-V-3-7-I,32397300,L4,18,,4404179
,,20230620,84758,4-V-3-12-I,32397300,L4,18,,4404180
,,20230620,92220,6-H-7-11-I,32252284,L4,120,,4404181
,,20230620,92515,6-V-9-12-I,32397300,L4,18,,4404182
,,20230620,92651,6-V-13-13-I,32397300,L4,18,,4404183
,,20230620,93039,4-V-4-3-I,32397300,L4,18,,4404184
,,20230620,94314,3-H-2-3-I,32397300,L4,18,,4404185
,,20230620,101147,4-H-20-14-I,32397300,L5,18,,4404186
,,20230620,101211,6-V-10-6-I,32397300,L4,18,,4404187
,,20230620,123725,2-V-5-9-I,32397300,L4,18,,4404188
,,20230620,123913,4-H-4-12-I,32397300,L4,18,,4404189
,,20230620,110620,1-V-3-3-I,31430247,L4,48000,,4404190
,,20230620,123554,1-V-2-11-I,32252284,L4,120,,4404191
,,20230620,124021,4-H-4-13-I,32397300,L4,18,,4404192
,,20230620,125330,6-H-11-10-I,32397300,L4,18,,4404193
,,20230620,125306,4-H-5-1-I,32397300,L4,18,,4404194
,,20230620,125242,3-H-5-3-I,32397300,L4,18,,4404195
,,20230620,125214,6-V-11-3-I,32397300,L4,18,,4404196
,,20230620,124603,6-V-11-1-I,32397300,L4,18,,4404197
,,20230620,124359,4-V-4-13-I,32397300,L4,18,,4404198
,,20230620,124107,5-V-7-10-I,32397300,L4,18,,4404199
,,20230620,124045,1-H-4-11-I,32397300,L4,18,,4404200
,,20230620,130350,4-V-5-1-I,32397300,L4,18,,4404201
,,20230620,130319,6-V-13-12-I,32397300,L4,18,,4404202
,,20230620,130229,5-V-8-1-I,32397300,L4,18,,4404203
,,20230620,130030,6-V-2-12-I,32397300,L4,18,,4404204
,,20230620,130204,1-V-6-1-I,32397300,L4,18,,4404205
,,20230620,130200,2-H-2-2-I,32397300,L4,18,,4404206
,,20230620,130529,4-V-9-3-I,32397300,L4,18,,4404207
,,20230620,131359,1-H-7-2-I,32397300,L4,18,,4404208
,,20230620,132642,3-H-7-7-I,32397300,L4,18,,4404209
,,20230620,132429,4-H-13-10-I,32397300,L4,18,,4404210
,,20230620,132342,6-H-29-12-I,32397300,L4,18,,4404211
,,20230620,132706,3-H-7-11-I,32397300,L4,18,,4404212
,,20230620,132828,2-V-13-11-I,32397300,L4,18,,4404213
,,20230620,132852,2-V-14-6-I,32397300,L4,18,,4404214
,,20230620,144619,4-H-1-3-I,32397300,L4,18,,4404215
,,20230620,132303,6-H-9-6-I,32397300,L4,18,,4404216
,,20230620,131107,6-H-14-6-I,32397300,L4,18,,4404217
,,20230620,132228,2-V-12-7-I,32397300,L4,18,,4404218
,,20230620,131753,4-V-12-12-I,32397300,L4,18,,4404219
,,20230620,131729,4-V-12-11-I,32397300,L4,18,,4404220
,,20230620,131645,3-H-6-10-I,32397300,L4,18,,4404221
,,20230620,131622,4-V-12-3-I,32397300,L4,18,,4404222
,,20230620,131308,2-V-11-13-I,32397300,L4,18,,4404223
,,20230620,131243,4-V-11-13-I,32397300,L4,18,,4404224
,,20230620,131220,2-V-9-10-I,32397300,L4,18,,4404225
,,20230620,131157,2-V-8-11-I,32397300,L4,18,,4404226
,,20230620,131132,4-H-9-12-I,32397300,L4,18,,4404227
,,20230620,133439,4-H-36-7-I,32249431,L3,36,,4404228
,,20230620,161734,6-V-8-6-I,31460412,L3,132,,4404229
,,20230620,163140,3-V-4-7-I,31493255,L4,768,,4404230
,,20230620,171153,2-H-22-14-I,32242452,L5,96,,4404231
,,20230620,165359,6-H-9-12-I,32242452,L4,96,,4404232
,,20230620,165705,5-H-20-14-I,32242452,L5,96,,4404233
,,20230620,165648,2-V-9-9-I,32298497,L4,1024,,4404234
,,20230620,165837,6-H-12-7-I,32242452,L4,96,,4404235
,,20230620,170015,2-H-7-14-I,32242452,L5,96,,4404236
,,20230620,171333,5-H-26-14-I,32242452,L5,96,,4404237
,,20230620,170646,4-H-23-14-I,32242452,L5,96,,4404238
,,20230620,170830,6-H-10-14-I,32242452,L5,96,,4404239
,,20230620,171837,2-V-12-13-I,32361312,L4,8,,4404240
,,20230620,173641,4-H-8-12-I,31460414,L3,132,,4404241
,,20230620,173641,6-H-19-4-I,31460414,L3,110,,4404242
,,20230620,184508,1-V-7-9-I,31401742,L4,12000,,4404243
,,20230620,184951,6-V-3-6-I,31401240,L4,12000,,4404244
,,20230620,205948,5-V-9-1-I,32361817,L4,24,,4404245
,,20230620,210612,2-V-8-7-I,32361817,L4,24,,4404246
,,20230620,210935,5-H-28-6-I,32382362,L4,240,,4404247
,,20230620,70747,2-H-6-8-I,3919,K1,0,,4404248
,,20230620,104311,1-H-19-6-I,30624600,K1,3360,,4404249
,,20230620,101330,4-V-36-10-I,32208968,L1,288,,4404250
,,20230620,101549,4-H-35-7-I,32208968,L1,288,,4404251
,,20230620,112636,4-H-33-5-I,32208968,L1,288,,4404252
,,20230620,114303,2-V-1-5-I,32208968,L1,288,,4404253
,,20230620,132423,1-H-17-13-I,32208968,L1,288,,4404254
,,20230620,132945,2-H-27-4-I,32208968,L1,288,,4404255
,,20230620,140619,4-H-33-8-I,32208968,L1,288,,4404256
,,20230620,141401,6-V-27-4-I,32208968,L1,288,,4404257
,,20230620,145420,4-V-30-6-I,32208968,L1,288,,4404258
,,20230620,145648,6-H-27-4-I,32208968,L1,288,,4404259
,,20230620,195455,6-V-45-7-I,31439995,L4,258,80015553,4404260
,,20230620,195455,4-V-7-7-I,31439995,L4,258,80015553,4404261
,,20230620,195455,5-V-27-11-I,31439995,L4,258,80015553,4404262
,,20230620,195455,6-V-27-6-I,31439995,L4,258,80015553,4404263
,,20230620,195455,3-V-27-1-I,31439995,L4,258,80015553,4404264
,,20230620,195455,6-H-8-1-I,31439995,L4,258,80015553,4404265
,,20230620,142648,2-H-7-9-I,32361817,L4,24,85877298,4404266
,,20230620,142648,3-H-17-12-I,32361817,L4,24,85877298,4404267
,,20230620,142648,3-V-2-13-I,32361817,L4,24,85877298,4404268
,,20230620,142648,5-H-1-10-I,32361817,L4,24,85877298,4404269
,,20230620,142648,3-H-4-6-I,32361817,L4,24,85877298,4404270
,,20230620,142648,4-H-19-6-I,32361817,L4,24,85877298,4404271
,,20230620,142648,4-V-43-10-I,32361817,L4,24,85877298,4404272
,,20230620,142648,4-V-15-13-I,32361817,L4,24,85877298,4404273
,,20230620,142648,4-V-44-3-I,32361817,L4,24,85877298,4404274
,,20230620,142648,2-H-4-3-I,32361817,L4,24,85877298,4404275
,,20230620,142648,2-H-4-10-I,32361817,L4,24,85877298,4404276
,,20230620,142648,6-H-3-3-I,32361817,L4,24,85877298,4404277
,,20230620,142648,3-V-11-11-I,32361817,L4,24,85877298,4404278
,,20230620,142648,3-V-24-13-I,32361817,L4,24,85877298,4404279
,,20230620,142648,2-H-9-2-I,32361817,L4,24,85877298,4404280
,,20230620,142648,3-V-28-1-I,32361817,L4,24,85877298,4404281
,,20230620,142648,4-V-36-7-I,32361817,L4,24,85877298,4404282
,,20230620,142648,5-V-2-2-I,32361817,L4,24,85877298,4404283
,,20230620,142648,1-V-3-12-I,32361817,L4,24,85877298,4404284
,,20230620,103607,1-H-12-3-I,32257702,L1,5400,,4404285
,,20230620,103633,2-H-21-9-I,32257702,L1,5400,,4404286
,,20230620,114334,2-V-34-3-I,31480559,L4,768,51803521,4404287
,,20230620,114334,2-H-30-7-I,31480559,L4,768,51803521,4404288
,,20230620,114334,4-H-10-9-I,31480559,L4,768,51803521,4404289
,,20230620,114334,4-H-16-6-I,31480559,L4,768,51803521,4404290
,,20230620,131307,2-V-10-7-I,32397300,L4,18,,4404291
,,20230620,92248,6-H-8-13-I,32397300,L4,18,,4404292
,,20230620,133111,4-H-46-9-Y,30746591,K1,27000,2610310,4404293
,,20230620,133111,6-H-25-10-I,30746591,K1,7200,2610310,4404294
,,20230620,133042,4-V-46-9-Y,982785,K2,9000,2469826,4404295
,,20230620,133042,5-H-18-5-Y,985133,K3,18000,2469826,4404296
,,20230620,133042,4-H-9-8-I,30624362,K1,18000,2469826,4404297
,,20230620,133042,6-H-36-11-I,30640713,L2,11200,2469826,4404298
,,20230620,115221,5-V-10-9-I,32263962,L4,384,54663976,4404299
,,20230620,115221,3-H-4-2-I,32263962,L4,384,54663976,4404300
,,20230620,115221,4-H-11-7-I,32263962,L4,384,54663976,4404301
,,20230620,115221,3-V-6-6-I,32263962,L4,384,54663976,4404302
,,20230620,115221,1-H-2-12-I,32263962,L4,384,54663976,4404303
,,20230620,115221,5-V-11-13-I,32263962,L4,384,54663976,4404304
,,20230620,115221,4-H-11-11-I,32263962,L4,384,54663976,4404305
,,20230620,115221,5-H-9-11-I,32263962,L4,384,54663976,4404306
,,20230620,115221,3-H-9-11-I,32263962,L4,384,54663976,4404307
,,20230620,115221,6-H-6-13-I,32263962,L4,384,54663976,4404308
,,20230620,115221,6-H-1-3-I,32263962,L4,384,54663976,4404309
,,20230620,115221,1-H-5-1-I,32263962,L4,384,54663976,4404310
,,20230620,110824,3-H-27-14-I,31665290,L5,1728,,4404311
,,20230620,110928,2-H-30-14-I,31665290,L5,1728,,4404312
,,20230620,110859,4-H-21-14-I,31665290,L5,1728,,4404313
,,20230620,111413,5-H-32-14-I,31665290,L5,1728,,4404314
,,20230620,122109,5-V-9-6-Y,32298647,K2,66,35011947,4404315
,,20230620,122109,6-V-27-7-Y,32298647,K2,66,35011947,4404316
,,20230620,122109,6-V-39-4-Y,32298647,K2,66,35011947,4404317
,,20230620,122109,3-V-38-9-Y,32298647,K2,66,35011947,4404318
,,20230620,122109,2-V-19-10-Y,32298647,K2,66,35011947,4404319
,,20230620,122109,ID1,32298647,K2,66,35011947,4404320
,,20230620,122109,6-H-24-9-Y,32298647,K2,66,35011947,4404321
,,20230620,122110,5-H-25-5-I,32298603,L3,132,35011944,4404322
,,20230620,122110,6-H-22-11-I,32298603,L3,132,35011944,4404323
,,20230620,122110,3-V-17-3-I,32298603,L3,132,35011944,4404324
,,20230620,122110,4-H-6-5-I,32298603,L3,132,35011944,4404325
,,20230620,122110,4-V-24-1-I,32298603,L3,132,35011944,4404326
,,20230620,122109,6-H-23-3-I,32298649,L3,132,35011948,4404327
,,20230620,122109,2-V-28-8-I,32298649,L3,132,35011948,4404328
,,20230620,122109,5-V-26-2-I,32298649,L3,132,35011948,4404329
,,20230620,122109,1-V-14-5-I,32298649,L3,132,35011948,4404330
,,20230620,122109,2-V-2-4-I,32298649,L3,132,35011948,4404331
,,20230620,122109,6-H-16-5-I,32298649,L3,132,35011948,4404332
,,20230620,122109,4-H-17-10-I,32298649,L3,132,35011948,4404333
,,20230620,122109,4-V-23-3-I,32298649,L3,132,35011948,4404334
,,20230620,122109,6-V-17-14-I,32298649,L3,132,35011948,4404335
,,20230620,122109,2-H-29-4-I,32298649,L3,132,35011948,4404336
,,20230620,122109,6-H-27-14-I,32298649,L4,132,35011948,4404337
,,20230620,122109,3-V-26-12-I,32298649,L3,132,35011948,4404338
,,20230620,122109,5-V-25-8-I,32298649,L3,132,35011948,4404339
,,20230620,122109,2-H-29-12-I,32298649,L3,132,35011948,4404340
,,20230620,122109,2-V-29-1-I,32298649,L3,132,35011948,4404341
,,20230620,122109,4-V-23-5-I,32298649,L3,132,35011948,4404342
,,20230620,122109,ID1,32298647,K2,66,35011947,4404343
,,20230620,122109,1-V-5-4-I,32298647,K2,66,35011947,4404344
,,20230620,122109,ID1,32298647,K2,66,35011947,4404345
,,20230620,122109,5-H-33-2-Y,32298647,K2,66,35011947,4404346
,,20230620,122109,5-V-25-13-I,32298647,K2,66,35011947,4404347
,,20230620,122110,5-V-25-14-I,32298648,L3,132,35011945,4404348
,,20230620,122110,5-H-27-9-I,32298648,L3,132,35011945,4404349
,,20230620,122110,4-V-11-5-I,32298648,L3,132,35011945,4404350
,,20230620,122110,3-V-16-2-I,32298648,L3,132,35011945,4404351
,,20230620,105233,3-H-3-2-I,31258024,L4,5760,,4404352
,,20230620,130353,4-V-5-10-I,31316028,L4,6480,,4404353
,,20230620,130329,3-H-5-7-I,31316028,L4,6480,,4404354
,,20230620,123259,1-H-15-13-I,32249431,L3,36,,4404355
,,20230620,123328,1-V-15-13-I,32249431,L3,36,,4404356
,,20230620,131129,3-V-18-2-I,32249431,L3,36,,4404357
,,20230620,131104,5-V-10-4-I,32249431,L3,36,,4404358
,,20230620,124925,3-V-14-13-I,32249431,L3,36,,4404359
,,20230620,125013,1-V-24-7-I,32249431,L3,36,,4404360
,,20230620,131739,4-H-23-10-I,32249431,L3,36,,4404361
,,20230620,131959,5-H-22-2-I,32249431,L3,36,,4404362
,,20230620,131422,6-H-14-1-I,32249431,L3,36,,4404363
,,20230620,131333,2-V-2-5-I,32249431,L3,36,,4404364
,,20230620,131602,4-V-23-4-I,32249431,L3,36,,4404365
,,20230620,125017,2-H-20-5-I,32249431,L3,36,,4404366
,,20230620,111549,2-H-5-3-I,32249431,L3,36,,4404367
,,20230620,125106,6-V-21-4-I,32249431,L3,36,,4404368
,,20230620,130224,6-V-12-14-I,32249431,L3,36,,4404369
,,20230620,105146,3-H-15-1-I,32249431,L3,36,,4404370
,,20230620,111452,5-H-28-1-I,32249431,L3,36,,4404371
,,20230620,110955,6-V-22-7-I,32249431,L3,36,,4404372
,,20230620,132922,3-V-23-2-I,32249431,L3,36,,4404373
,,20230620,132946,2-H-22-10-I,32249431,L3,36,,4404374
,,20230620,133154,2-H-26-9-I,32249431,L3,36,,4404375
,,20230620,131510,4-H-22-11-I,32249431,L3,36,,4404376
,,20230620,132951,5-H-27-4-I,32249431,L3,36,,4404377
,,20230620,133106,4-H-5-6-I,32249431,L3,36,,4404378
,,20230620,131445,6-H-17-8-I,32249431,L3,36,,4404379
,,20230620,124804,3-V-13-6-I,32249431,L3,36,,4404380
,,20230620,124737,6-H-11-8-I,32249431,L3,36,,4404381
,,20230620,131218,5-V-12-3-I,32249431,L3,36,,4404382
,,20230620,131805,5-H-17-12-I,32249431,L3,36,,4404383
,,20230620,132631,2-H-21-2-I,32249431,L3,36,,4404384
,,20230620,125326,4-H-22-5-I,32249431,L3,36,,4404385
,,20230620,132203,6-V-25-6-I,32249431,L3,36,,4404386
,,20230620,131153,3-V-18-6-I,32249431,L3,36,,4404387
,,20230620,133014,3-H-24-9-I,32249431,L3,36,,4404388
,,20230620,125230,2-H-20-6-I,32249431,L3,36,,4404389
,,20230620,131426,3-H-20-6-I,32249431,L3,36,,4404390
,,20230620,132825,6-V-25-10-I,32249431,L3,36,,4404391
,,20230620,132851,5-H-11-8-I,32249431,L3,36,,4404392
,,20230620,132400,6-V-25-9-I,32249431,L3,36,,4404393
,,20230620,131925,3-H-21-12-I,32249431,L3,36,,4404394
,,20230620,132229,4-V-24-4-I,32249431,L3,36,,4404395
,,20230620,132425,4-V-25-8-I,32249431,L3,36,,4404396
,,20230620,105209,3-H-17-5-I,32249431,L3,36,,4404397
,,20230620,65112,3-V-32-14-I,31686046,L5,280,1023702,4404398
,,20230620,65112,6-H-29-10-I,31686046,L4,280,1023702,4404399
,,20230620,65112,3-H-9-13-I,31686046,L4,280,1023702,4404400
,,20230620,65112,2-H-34-13-I,31686046,L4,280,1023702,4404401
,,20230620,65112,5-V-21-3-I,31686046,L4,280,1023702,4404402
,,20230620,65112,4-H-6-7-I,31686046,L4,280,1023702,4404403
,,20230620,65112,1-V-11-12-I,31686046,L4,280,1023702,4404404
,,20230620,65112,3-H-15-13-I,31686046,L4,280,1023702,4404405
,,20230620,65112,5-V-4-11-I,31686046,L4,280,1023702,4404406
,,20230620,65112,6-V-9-9-I,31686046,L4,280,1023702,4404407
,,20230620,165912,5-H-3-6-I,32242452,L4,96,,4404408
,,20230620,170102,4-H-22-14-I,32242452,L5,96,,4404409
,,20230620,195319,6-V-31-9-I,32140026,L4,320,85995011,4404410
,,20230620,195319,6-H-36-12-I,32140026,L4,320,85995011,4404411
,,20230620,195319,4-H-13-3-I,32140026,L4,320,85995011,4404412
,,20230620,195319,6-V-27-10-I,32140026,L4,320,85995011,4404413
,,20230620,195319,2-V-42-12-I,32140026,L4,320,85995011,4404414
,,20230620,195319,4-H-10-13-I,32140026,L4,320,85995011,4404415
,,20230620,200552,3-H-3-3-I,32380012,K3,72,24626888,4404416
,,20230620,200552,1-H-27-7-Y,32380012,K3,72,24626888,4404417
,,20230620,200552,3-V-35-9-I,32380012,K3,72,24626888,4404418
,,20230620,200552,1-V-25-3-Y,32380012,K3,72,24626888,4404419
,,20230620,200552,5-V-15-7-I,32380012,K3,72,24626888,4404420
,,20230620,200552,4-H-20-4-I,32380012,K3,72,24626888,4404421
,,20230620,200552,4-H-36-9-Y,32380012,K3,72,24626888,4404422
,,20230620,200552,1-H-27-6-Y,32380012,K3,72,24626888,4404423
,,20230620,200552,3-V-16-12-I,32380012,K3,72,24626888,4404424
,,20230620,110724,4-V-4-1-Y,943590,K1,2000,720825,4404425
,,20230620,110724,4-H-12-11-I,30746729,K1,2000,720825,4404426
,,20230620,120112,3-H-2-5-I,31480325,L3,18,5037884,4404427
,,20230620,120112,2-V-16-8-I,31480325,L3,18,5037884,4404428
,,20230620,100113,3-V-17-12-I,31480411,L2,4536,23754,4404429
,,20230620,100113,5-H-17-8-I,31480996,K3,30,23754,4404430
,,20230620,100113,6-H-4-10-Y,31480996,K3,30,23754,4404431
,,20230620,100113,2-H-8-10-I,31480996,K3,30,23754,4404432
,,20230620,100113,6-V-31-3-Y,31480996,K3,30,23754,4404433
,,20230620,100113,4-H-20-6-I,32267578,K2,288,23754,4404434
,,20230620,100113,4-H-19-10-I,32267578,K2,288,23754,4404435
,,20230620,100113,2-H-29-13-I,32267578,K2,288,23754,4404436
,,20230620,120945,5-H-2-6-I,32208990,L4,1440,508355,4404437
,,20230620,132922,1-V-1-3-I,31480235,L4,1152,474072,4404438
,,20230620,132922,3-V-2-7-I,31480235,L4,1152,474072,4404439
,,20230620,132922,2-H-1-7-I,31480235,L4,1152,474072,4404440
,,20230620,110147,5-V-27-10-Y,31401663,K1,8700,753748,4404441
,,20230620,132956,3-V-19-10-I,31401332,L4,1120,7861305,4404442
,,20230620,132956,5-H-26-7-I,31401332,L4,1120,7861305,4404443
,,20230620,132956,6-H-37-13-I,31401332,L2,560,7861305,4404444
,,20230620,84128,1-H-24-13-I,32298531,K2,600,4429072,4404445
,,20230620,84128,1-V-10-8-I,32298531,K2,600,4429072,4404446
,,20230620,84128,2-V-19-4-I,32298532,K2,600,4429117,4404447
,,20230620,84128,2-H-21-5-Y,32298532,K2,600,4429117,4404448
,,20230620,84128,1-V-26-13-I,32298532,K2,600,4429117,4404449
,,20230620,84128,6-V-9-13-I,32298532,K2,600,4429117,4404450
,,20230620,84128,4-H-40-3-Y,32298532,K2,600,4429117,4404451
,,20230620,84128,4-H-5-13-I,32298532,K2,600,4429117,4404452
,,20230620,84128,3-H-21-8-I,32298532,K2,600,4429117,4404453
,,20230620,84128,6-H-25-11-Y,32298532,K2,600,4429117,4404454
,,20230620,64809,2-H-27-2-Y,31401184,K1,1296,4043067,4404455
,,20230620,64809,1-H-11-5-Y,31401184,K1,1296,4043067,4404456
,,20230620,135459,3-H-19-9-I,32138979,L3,9000,80526541,4404457
,,20230620,135500,3-V-21-1-I,32213816,K2,6200,80526544,4404458
,,20230620,135459,3-H-21-7-I,32138980,K2,7200,80526638,4404459
,,20230620,135500,1-V-10-10-I,31460419,K2,2000,80526634,4404460
,,20230620,135459,6-H-26-1-Y,32137227,K2,10000,80526641,4404461
,,20230620,121611,2-V-20-8-I,31401872,L1,192,80616650,4404462
,,20230620,165424,3-V-15-1-I,31670223,L4,3200,1139117,4404463
,,20230620,165424,4-V-16-2-I,31670223,L4,3200,1139117,4404464
,,20230620,165424,2-V-35-6-I,31670223,L4,3200,1139117,4404465
,,20230620,165422,3-V-9-7-Y,985159,K1,6000,1139111,4404466
,,20230620,165422,6-V-37-2-I,985159,K1,6000,1139111,4404467
,,20230620,165422,6-H-25-11-I,30746531,K1,6000,1139116,4404468
,,20230620,165423,3-V-35-8-Y,982788,K1,3600,1139120,4404469
,,20230620,165423,3-H-16-7-Y,982788,K1,3600,1139120,4404470
,,20230620,165423,1-H-11-12-Y,9454743,K2,12000,1139125,4404471
