B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR
33186,69926,20230619,102234,6-H-16-1-I,32298904,L3,100,
33186,69931,20230619,102647,4-H-24-10-I,31460970,L1,336,
33186,69965,20230619,123134,5-V-19-3-I,31437845,L4,576,
33186,69969,20230619,123850,1-V-23-14-I,31437539,L2,160,
33186,69988,20230619,131925,4-H-7-8-I,32388687,L3,120,
33186,70051,20230619,155328,6-V-21-3-Y,30746504,K1,2600,
33186,70072,20230619,195002,2-V-10-9-I,32402256,L3,2160,
33186,70073,20230619,195028,5-V-1-5-I,32402256,L3,2160,
33186,70074,20230619,195128,4-V-34-3-I,32402256,L3,2160,
33186,70076,20230619,164223,1-V-19-13-I,32249029,L2,2160,
33186,70084,20230619,194427,4-H-41-9-I,31480337,L2,2160,
33186,70085,20230619,194534,2-V-38-7-I,31480337,L3,2160,
33186,70086,20230619,194655,2-H-38-8-I,31480337,L3,2160,
33186,70087,20230619,194731,5-H-23-4-I,31480337,L3,2160,
33186,70088,20230619,194804,3-V-34-8-I,31480337,L3,2160,
33186,70147,20230619,203441,5-H-25-3-I,31480337,L3,2160,
A426S,29992281,20230619,134757,3-H-26-12-I,30668636,L4,6400,40143771
A426S,29992297,20230619,134757,2-V-4-5-I,30668636,L1,1600,40143771
AD7IC,213906,20230619,132447,5-H-8-8-I,32298419,L1,120,23061501
AD7IC,213907,20230619,132447,2-H-2-10-I,31460613,L4,1024,23061501
AD7IC,213909,20230619,132447,1-V-2-9-I,31460613,L4,1024,23061501
AD7IC,213916,20230619,132447,6-H-1-13-I,31493092,L4,256,23061501
AD7IC,213917,20230619,132447,5-V-2-3-I,31493092,L4,256,23061501
AD7IC,213918,20230619,132447,6-V-1-3-I,31493092,L4,256,23061501
AD7IC,213919,20230619,132447,2-H-1-13-I,31493092,L4,256,23061501
AD7IC,213920,20230619,132447,5-H-2-7-I,31493092,L4,256,23061501
AD7IC,213926,20230619,132447,3-H-2-7-I,31493092,L4,256,23061501
AD7IC,213927,20230619,132447,6-V-4-9-I,31493092,L4,256,23061501
AD7IC,213928,20230619,132447,1-V-2-6-I,31493092,L4,256,23061501
AD7IC,213929,20230619,132447,4-H-2-6-I,31493092,L4,256,23061501
AD7IC,213931,20230619,132447,1-V-7-3-I,31493092,L4,256,23061501
AD7IC,213933,20230619,132447,3-H-3-6-I,31493092,L4,256,23061501
AD7IC,213934,20230619,132447,3-H-5-1-I,31493092,L4,256,23061501
AD7IC,213935,20230619,132447,6-H-5-3-I,31493092,L4,256,23061501
AD8TK,131912177,20230619,91024,6-V-19-6-I,31480436,L3,4320,53735960
AD8TK,131912178,20230619,91024,1-H-14-11-I,31480436,L3,4320,53735960
AD8TK,131912179,20230619,91024,2-H-28-6-I,31480436,L3,4320,53735960
AD8TK,131912180,20230619,91024,5-H-28-3-I,31480436,L3,4320,53735960
AD8TK,131912181,20230619,91024,2-V-20-7-I,31480436,L3,4320,53735960
AECTA,10693863,20230619,132409,4-V-12-14-I,32397058,L5,160,80794730
AECTA,10693864,20230619,132409,2-H-7-12-I,32397058,L4,160,80794730
AECTA,10693866,20230619,132409,6-V-7-2-I,32397058,L4,160,80794730
AECTA,10693867,20230619,132409,6-V-6-7-I,32397058,L4,160,80794730
AECTA,10694996,20230619,132411,5-H-16-9-I,32397081,L4,160,80794731
AECTA,10694997,20230619,132411,2-V-12-6-I,32397081,L4,160,80794731
AECTA,10694998,20230619,132411,3-V-3-11-I,32397081,L4,160,80794731
AECTA,10694999,20230619,132411,2-V-6-3-I,32397081,L4,160,80794731
AECTA,10695000,20230619,132411,5-H-12-6-I,32397081,L4,160,80794731
AECTA,10695001,20230619,132411,5-H-13-6-I,32397081,L4,160,80794731
AECTA,10695002,20230619,132411,3-V-7-10-I,32397081,L4,160,80794731
AECTA,10695003,20230619,132411,4-H-10-10-I,32397081,L4,160,80794731
AECTA,10695004,20230619,132411,6-V-8-7-I,32397081,L4,160,80794731
AECTA,10695005,20230619,132411,4-H-15-9-I,32397081,L4,160,80794731
AECTA,10695006,20230619,132411,4-H-13-6-I,32397081,L4,160,80794731
AECTA,10695007,20230619,132411,6-V-6-13-I,32397081,L4,160,80794731
AECTA,10695008,20230619,132411,2-H-6-7-I,32397081,L4,160,80794731
AECTA,10695009,20230619,132411,2-V-13-7-I,32397081,L4,160,80794731
AECTA,10695010,20230619,132411,3-V-12-11-I,32397081,L4,160,80794731
AECTA,10695011,20230619,132411,6-V-7-7-I,32397081,L4,160,80794731
AECTA,10695012,20230619,132411,6-V-7-6-I,32397081,L4,160,80794731
AECTA,10695013,20230619,132411,5-V-7-7-I,32397081,L4,160,80794731
AECTA,10695014,20230619,132411,5-H-5-7-I,32397081,L4,160,80794731
AECTA,10695015,20230619,132411,1-H-6-13-I,32397081,L4,160,80794731
AECTA,10695016,20230619,132411,4-H-3-9-I,32397081,L4,160,80794731
AECTA,10695017,20230619,132411,1-V-20-1-I,32397081,L4,160,80794731
AECTA,10695507,20230619,132409,3-V-3-6-I,32397058,L4,160,80794841
AECTA,10695508,20230619,132409,1-V-8-9-I,32397058,L4,160,80794841
AECTA,10695806,20230619,132408,1-H-4-10-I,32290169,L4,160,80794850
AECTA,10695807,20230619,132408,4-H-3-12-I,32290169,L4,160,80794850
AECTA,10695808,20230619,132408,1-V-5-1-I,32290169,L4,160,80794850
AECTA,10695809,20230619,132408,6-V-4-3-I,32290169,L4,160,80794850
AECTA,10695851,20230619,132411,1-H-6-12-I,32290124,L4,160,80794851
AECTA,10695852,20230619,132411,3-H-6-11-I,32290124,L4,160,80794851
AECTA,10695993,20230619,132410,1-H-5-11-I,32397058,L4,160,80794852
AECTA,10696057,20230619,132410,3-H-10-3-I,32397058,L4,160,80794869
AECTA,10697841,20230619,132408,2-V-7-1-I,32290124,L4,160,80794921
AECTA,10697842,20230619,132408,2-H-5-10-I,32290124,L4,160,80794921
AECTA,10697843,20230619,132408,6-V-11-11-I,32290124,L4,160,80794921
AECTA,10697947,20230619,132407,4-V-4-7-I,31493384,L4,144,80794923
AECTA,10697948,20230619,132407,4-H-9-3-I,31493384,L4,144,80794923
AECTA,10697949,20230619,132407,4-V-13-2-I,31493384,L4,144,80794923
AECTA,10697950,20230619,132407,4-V-11-11-I,31493384,L4,144,80794923
AECTA,10697951,20230619,132407,6-V-15-11-I,31493384,L4,144,80794923
AECTA,10697952,20230619,132407,6-V-5-6-I,31493384,L4,144,80794923
AECTA,10699547,20230619,132408,1-H-3-3-I,32290169,L4,160,80794984
AECTA,10699583,20230619,132411,5-H-6-7-I,32397266,L4,320,80794985
AECTA,10699584,20230619,132411,6-V-3-1-I,32397266,L4,320,80794985
AECTA,10699674,20230619,132409,5-H-16-1-I,32397266,L4,320,80794988
AECTA,10699675,20230619,132409,3-V-3-13-I,32397266,L4,320,80794988
AECTA,10699697,20230619,132407,3-H-11-7-I,32290169,L4,160,80794989
AECTA,10699717,20230619,132410,6-H-9-13-I,32290169,L4,160,80794990
AEDXC,821998413,20230619,115645,3-H-12-9-I,32363433,L4,88,87266911
AEDXC,821998415,20230619,115645,5-V-18-7-I,32363433,L4,88,87266911
AEDXC,821998416,20230619,115645,3-V-4-2-I,32363433,L4,88,87266911
AEDXC,822042066,20230619,115645,2-V-33-10-I,32363433,L4,88,87266911
AEDXC,822047344,20230619,115645,5-H-1-7-I,32363433,L4,88,87266911
AEDXC,822047802,20230619,115645,3-H-9-14-I,32363433,L4,88,87266911
AEDXC,822069311,20230619,115645,5-H-14-11-I,32363433,L4,88,87266911
AEDXC,822214455,20230619,115645,4-V-9-7-I,32363433,L4,88,87266911
AEDXC,822214498,20230619,115645,2-H-17-10-I,32363433,L4,88,87266911
AEDXC,822214640,20230619,115645,2-H-4-14-I,32363433,L4,88,87266911
AEDXC,822396111,20230619,115645,2-V-3-9-I,32363433,L4,88,87266911
AEDXC,822396127,20230619,115645,1-H-2-9-I,32363433,L4,88,87266911
AEDXC,822565548,20230619,115645,2-V-35-12-I,32363433,L4,88,87266911
AEDXC,822566403,20230619,115645,1-V-1-9-I,32363433,L4,88,87266911
AEDXC,822566409,20230619,115645,1-H-16-14-I,32363433,L4,88,87266911
AEDXC,822566443,20230619,115645,1-H-30-10-I,32363433,L4,88,87266911
AEDXC,822925087,20230619,115645,2-V-21-9-I,32363433,L4,88,87266911
AEENA,85885543,20230619,154508,5-H-24-5-Y,985133,K3,18000,1880670
AEFOX,62722211,20230619,144430,3-V-36-1-I,32267902,L2,60,30623384
AEFOX,62722212,20230619,144430,1-V-17-13-I,32267902,L2,60,30623384
AEFOX,62722213,20230619,144430,5-V-30-8-I,32267902,L2,60,30623384
AEFOX,62722214,20230619,144431,6-V-23-3-I,32267902,L2,60,30623384
AEFOX,62724787,20230619,144431,5-H-32-1-I,32267902,L2,60,30623384
AEFOX,62724789,20230619,144431,5-H-22-6-I,32267902,L2,60,30623384
AEFOX,62773488,20230619,144430,2-H-33-7-I,32298298,L2,60,30623384
AEFOX,62773489,20230619,144430,6-H-17-7-I,32298298,L2,60,30623384
AEFOX,62773490,20230619,144430,4-V-19-5-I,32298298,L2,60,30623384
AEFOX,62773500,20230619,144430,6-H-11-7-I,32298298,L2,60,30623384
AEFOX,62773504,20230619,144430,5-H-27-11-I,32298298,L2,60,30623384
AEFOX,62778213,20230619,144430,2-H-23-2-I,32298299,L3,76,30623384
AEFOX,62778215,20230619,144430,3-V-28-2-I,32298299,L3,76,30623384
AEFOX,62778216,20230619,144430,5-H-16-13-I,32298299,L3,76,30623384
AEFOX,62779401,20230619,144430,3-H-12-13-I,32298299,L3,76,30623384
AEFOX,62779404,20230619,144430,3-V-26-11-I,32298299,L3,76,30623384
AEFOX,62779405,20230619,144430,3-V-29-2-I,32298299,L3,76,30623384
AEFOX,62779406,20230619,144430,6-H-29-5-I,32298299,L3,76,30623384
AEFOX,62779988,20230619,144430,6-V-29-4-I,32298299,L3,76,30623384
AEFOX,62779989,20230619,144430,3-V-20-13-I,32298299,L3,76,30623384
AEFOX,62779990,20230619,144430,2-V-19-13-I,32298299,L3,76,30623384
AEFOX,62783630,20230619,144430,2-H-36-6-I,32298299,L3,76,30623384
AEFOX,62783631,20230619,144430,1-V-14-10-I,32298299,L3,76,30623384
AEFOX,62783632,20230619,144430,3-V-6-1-I,32298299,L3,76,30623384
AEFOX,62783633,20230619,144430,3-H-35-9-I,32298299,L3,76,30623384
AEFOX,62783634,20230619,144430,6-V-15-5-I,32298299,L3,76,30623384
AEFOX,62783635,20230619,144430,3-H-35-11-I,32298299,L3,76,30623384
AEFOX,62783636,20230619,144430,6-V-29-2-I,32298299,L3,76,30623384
AEFOX,62783637,20230619,144430,3-H-32-8-I,32298299,L3,76,30623384
AEFOX,62783638,20230619,144430,6-H-29-4-I,32298299,L3,76,30623384
AEFOX,62784308,20230619,144430,6-V-28-9-I,32298298,L2,60,30623384
AEFOX,62784309,20230619,144430,2-H-35-7-I,32298298,L2,60,30623384
AEFOX,62784314,20230619,144430,5-V-22-9-I,32298298,L2,60,30623384
AEFOX,62784315,20230619,144430,6-H-17-4-I,32298298,L2,60,30623384
AEFOX,62784321,20230619,144430,2-V-16-5-I,32298298,L2,60,30623384
AEFOX,62784322,20230619,144430,3-V-17-10-I,32298298,L2,60,30623384
AEFOX,62784323,20230619,144430,2-H-12-13-I,32298298,L2,60,30623384
AEFOX,62784324,20230619,144430,1-H-17-6-I,32298298,L2,60,30623384
AEFOX,62784325,20230619,144430,4-H-27-2-I,32298298,L2,60,30623384
AEFOX,62784326,20230619,144430,5-V-29-12-I,32298298,L2,60,30623384
AEFOX,62784327,20230619,144430,6-V-30-11-I,32298298,L2,60,30623384
AEFOX,62784328,20230619,144430,5-V-12-4-I,32298298,L2,60,30623384
AEFOX,62784329,20230619,144430,5-H-20-4-I,32298298,L2,60,30623384
AEFOX,62784330,20230619,144430,1-V-4-4-I,32298298,L2,60,30623384
AEFOX,62784723,20230619,144430,4-H-14-8-I,32298299,L3,76,30623384
AEFOX,62788535,20230619,144430,3-V-26-14-I,32298299,L3,76,30623384
AEFOX,62788536,20230619,144430,4-H-11-9-I,32298299,L3,76,30623384
AEFOX,62788539,20230619,144430,5-V-22-7-I,32298299,L3,76,30623384
AEFOX,62788540,20230619,144430,6-H-24-1-I,32298299,L3,76,30623384
AEFOX,62789161,20230619,144430,5-H-21-2-I,32298299,L3,76,30623384
AEFOX,62789162,20230619,144430,2-V-32-5-I,32298299,L3,76,30623384
AEFOX,62789163,20230619,144430,5-H-25-1-I,32298299,L3,76,30623384
AEFOX,62789164,20230619,144430,3-H-30-11-I,32298299,L3,76,30623384
AEFOX,62789499,20230619,144430,5-V-31-12-I,32298298,L2,60,30623384
AEFOX,62789500,20230619,144430,3-H-29-4-I,32298298,L2,60,30623384
AEFOX,62789502,20230619,144430,6-H-29-2-I,32298298,L2,60,30623384
AEFOX,62789510,20230619,144430,6-H-24-5-I,32298298,L2,60,30623384
AEFOX,62792883,20230619,144430,1-V-17-5-I,32298298,L2,60,30623384
AEFOX,62792897,20230619,144430,1-V-16-12-I,32298298,L2,60,30623384
AEFOX,62792898,20230619,144430,1-H-17-3-I,32298298,L2,60,30623384
AEHIJ,107786827,20230619,153853,3-V-1-3-I,31430647,L4,324,75698850
AEHIJ,107788341,20230619,153853,3-V-1-11-I,31430647,L4,324,75698850
AEHIJ,107788369,20230619,153853,2-V-1-6-I,31430647,L4,324,75698850
AEHIJ,107788377,20230619,153853,4-V-1-9-I,31430647,L4,324,75698850
AEHVD,518838188,20230619,103904,5-V-4-5-Y,31460204,K2,1080,5416291
AEHVD,518838189,20230619,103904,3-V-7-6-I,31460204,K2,1080,5416291
AEHVD,518838190,20230619,103904,5-V-4-5-I,31460204,K2,1080,5416291
AEHVD,518838191,20230619,103904,3-H-5-4-Y,31460204,K2,1080,5416291
AEHVD,518838192,20230619,103904,6-V-29-11-Y,31460204,K2,1080,5416291
AEHVD,518838193,20230619,103904,6-V-27-1-Y,31460204,K2,1080,5416291
AEHVD,518838194,20230619,103904,2-H-17-8-Y,31460204,K2,1080,5416291
AEHVD,518838195,20230619,103904,2-H-39-4-I,31460204,K2,1080,5416291
AEHVD,518838196,20230619,103904,2-H-17-8-I,31460204,K2,1080,5416291
AEHVD,518838197,20230619,103904,6-H-5-12-Y,31460204,K2,1080,5416291
AEHVD,518838198,20230619,103904,2-V-25-1-Y,31460204,K2,1080,5416291
AEHVD,518838199,20230619,103904,6-V-33-12-Y,31460204,K2,1080,5416291
AEKF1,30002350,20230619,133253,3-H-32-10-I,32140176,L4,672,
AEKF1,30002351,20230619,133309,5-V-14-13-I,32140176,L4,672,
AEKF1,30002352,20230619,133239,5-H-4-6-I,32140176,L4,672,
AEKF1,30002356,20230619,133123,5-H-16-7-I,32140176,L4,672,
AEKF1,30002357,20230619,133053,3-H-18-1-I,32140176,L4,672,
AEKF1,30002362,20230619,155818,3-V-28-13-I,32140176,L4,672,
AEKF1,30002363,20230619,160139,5-V-37-7-I,32140176,L4,672,
AEKF1,30002364,20230619,160246,4-V-27-12-I,32140176,L4,672,
AEKF1,30002365,20230619,160241,1-H-27-12-I,32140176,L4,672,
AEKF1,30002366,20230619,160217,3-H-33-10-I,32140176,L4,672,
AEKF1,30002367,20230619,160210,1-V-13-12-I,32140176,L4,672,
AEKF1,30002368,20230619,155748,5-V-10-11-I,32140176,L4,672,
AEKF1,30002369,20230619,160107,4-H-19-2-I,32140176,L4,672,
AEU02,10048997,20230619,120203,5-H-12-11-I,1298598,L4,7200,3246451
AEU02,10048998,20230619,120203,5-V-18-3-I,1298600,L4,7200,3246451
AEU02,10048999,20230619,120203,6-H-26-6-I,1298602,L4,7200,3246451
AEU47,126864115,20230619,233100,4-H-4-11-I,31478111,L4,1920,89177224
AEU47,126864116,20230619,233100,4-V-15-2-I,31478111,L4,1920,89177224
AEU47,126864117,20230619,233100,3-V-24-3-I,31478111,L2,960,89177224
BA7ZA,239905633,20230619,83705,1-H-8-10-I,32140026,L4,320,85990424
BA7ZA,239911837,20230619,83705,1-H-20-13-I,32140026,L4,320,85990424
BA7ZA,239918536,20230619,83705,6-H-12-1-I,32140026,L4,320,85990424
BA7ZA,239977632,20230619,182821,3-V-2-6-I,32140026,L4,320,85992975
BA7ZA,239979056,20230619,182821,4-H-13-11-I,32140026,L4,320,85992975
BA7ZA,239979089,20230619,182821,6-V-9-6-I,32140026,L4,320,85992975
BQ2PA,33488,20230619,81710,1-H-17-10-Y,31368036,K1,440,
BQ2PA,33489,20230619,82926,2-V-3-4-I,9443031,L1,67500,
BQ2YA,10443833,20230619,154232,6-H-25-1-Y,31401947,K1,4350,23396
BQ2YA,10443835,20230619,154232,3-H-18-7-Y,31401947,K1,4500,23396
BQAGA,822656525,20230619,93132,6-V-15-14-I,31491816,L2,1120,87267685
C83FA,300116257,20230619,213408,2-V-39-13-I,32249177,L2,2400,80048505
C95YB,630826263,20230619,143408,2-H-16-7-I,32242805,L4,3840,
C9U3A,101851491,20230619,152224,4-H-12-11-Y,31460420,K2,5200,80526469
CH1BB,2823842,20230619,170141,2-V-9-11-I,31401869,L4,640,6049763
CH1BB,2823843,20230619,170141,3-H-1-6-I,31401869,L4,640,6049763
CH1BB,2825039,20230619,170141,2-V-8-12-I,32137343,L4,192,6049763
CH1BB,2825104,20230619,170141,6-H-6-2-I,32137343,L4,192,6049763
CH1BB,2825416,20230619,170141,5-V-4-9-I,32137343,L4,192,6049763
CH1BB,2833612,20230619,170141,4-V-11-1-I,31480238,L4,192,6049763
CH1BB,2834483,20230619,170141,1-H-10-1-I,31480238,L4,192,6049763
CH1BB,2834618,20230619,170141,6-H-10-9-I,31480238,L4,192,6049763
CH1BB,2834742,20230619,170141,1-H-37-13-I,31480238,L4,192,6049763
CH1BB,2834796,20230619,170141,1-H-39-12-I,31480238,L4,192,6049763
CH1BB,2834939,20230619,170141,6-H-9-2-I,31480238,L4,192,6049763
CH1BB,2835683,20230619,170141,2-H-14-2-I,31480238,L4,192,6049763
CH1BB,2835774,20230619,170141,5-H-8-2-I,31480238,L4,192,6049763
CRKRA,225357698,20230619,205914,3-V-10-2-I,31670223,L4,3200,
CRKRA,225395222,20230619,150737,4-V-9-9-I,31670223,L4,3200,1138793
CRKRA,225395255,20230619,150737,3-V-11-1-I,31670223,L4,3200,1138793
CRKRA,225402238,20230619,150737,5-V-29-11-Y,31359739,K1,2400,1138765
CRKRA,225402269,20230619,150737,6-H-37-2-I,31359739,K1,2400,1138765
CRKRA,225402300,20230619,150737,5-H-13-8-I,31359739,K1,2400,1138765
CRKRA,225402331,20230619,150737,4-H-36-9-I,31359739,K1,2400,1138765
CRKRA,225402363,20230619,150738,6-V-37-1-I,985159,K1,6000,1138787
CRKRA,225402455,20230619,150736,2-H-21-7-I,30746531,K1,6000,1138792
CRKRA,225402486,20230619,150736,5-H-7-6-I,30746514,K1,1050,1138795
CRKRA,225402517,20230619,150736,4-V-8-4-I,30746514,K1,1050,1138795
CRKRA,225402548,20230619,150736,3-V-9-7-I,30746514,K1,1050,1138795
CRKRA,225402579,20230619,150736,3-V-35-8-I,30746514,K1,1050,1138795
CRKRA,225402614,20230619,150738,6-V-37-1-Y,982788,K1,3600,1138798
CRKRA,225402971,20230619,150737,4-V-25-14-I,30746530,K2,6000,1138791
CXC6A,85880486,20230619,163141,1-H-19-12-I,986072,K2,48000,1880678
CXC6A,85880488,20230619,163141,2-V-11-9-Y,986077,K2,15000,1880678
CXC6A,85880489,20230619,163141,5-V-3-4-Y,986075,K1,15000,1880678
CXC6A,85880490,20230619,163141,1-H-10-10-I,986075,K1,15000,1880678
CXC6A,85880491,20230619,163141,1-H-18-4-I,986034,K1,13500,1880678
CXC6A,85880492,20230619,163141,1-V-23-11-Y,30746529,K1,12000,1880678
CXC6A,85895575,20230619,112724,2-V-11-9-I,986077,K2,15000,2640938
CXC6A,85895576,20230619,112724,5-H-20-7-I,986077,K2,15000,2640938
CXC6A,85895577,20230619,112724,6-V-27-7-I,986077,K2,15000,2640938
CXC6A,85895578,20230619,112724,3-H-10-5-I,986077,K2,7750,2640938
CXC6A,85895579,20230619,112724,1-H-10-10-Y,986075,K1,15000,2640938
CXC6A,85895580,20230619,112724,3-H-10-5-Y,986075,K1,15000,2640938
CXC6A,85895581,20230619,112724,2-H-27-5-I,986075,K1,7500,2640938
CXC6A,85895582,20230619,112724,3-H-27-13-I,986034,K1,13500,2640938
CXC6A,85895583,20230619,112724,3-H-28-1-I,986034,K1,13500,2640938
CXC6A,85895584,20230619,112724,3-H-17-6-Y,986034,K1,13500,2640938
CXC6A,85895585,20230619,112724,6-V-27-11-Y,986034,K1,13500,2640938
CXC6A,85895586,20230619,112724,5-H-28-4-Y,986034,K1,13500,2640938
CXC6A,85895622,20230619,112654,3-H-17-6-I,986072,K2,48000,2640967
CXC6A,85895623,20230619,112654,4-H-36-2-I,986072,K1,7200,2640967
CXC6A,85895624,20230619,112654,6-H-27-13-I,30746529,K1,12000,2640967
CXC6A,85895625,20230619,112654,6-V-5-7-Y,30746529,K1,12000,2640967
CXC6A,85895626,20230619,112654,6-V-27-11-I,30746529,K1,8400,2640967
D059E,10049557,20230619,120129,6-V-31-10-I,31401240,L4,12000,87247071
D059E,10049560,20230619,120129,5-H-18-1-I,31401240,L4,12000,87247071
D059E,10049561,20230619,120129,1-H-7-12-I,32213492,L4,9600,87247071
D059E,10049562,20230619,120129,4-H-20-2-I,31401742,L4,12000,87247071
D059E,10049563,20230619,120129,1-V-4-2-I,31401742,L4,12000,87247071
D059E,10049564,20230619,120129,6-H-20-2-I,31401742,L4,12000,87247071
D059E,10049566,20230619,120129,3-V-9-13-I,32213502,L4,9600,87247071
D059E,10050592,20230619,120128,5-H-18-2-I,32213503,L4,9600,87247072
D07FB,506837580,20230619,122614,3-H-5-4-I,982754,K1,30000,3509100
D07FB,506848341,20230619,122612,3-H-25-8-Y,982757,K1,24000,3509520
D07FB,506848392,20230619,122612,3-V-32-9-I,987962,L1,9000,3509522
D07FB,506848393,20230619,122612,3-V-35-11-I,987962,L1,9000,3509522
D07FB,506848812,20230619,122614,4-V-3-6-I,31375607,L4,4160,3509531
D07FB,506848813,20230619,122614,2-H-3-12-I,31375607,L4,4160,3509531
D07FB,506848814,20230619,122614,6-H-1-12-I,31375607,L4,4160,3509531
D07FB,506848815,20230619,122614,2-H-5-2-I,31375607,L4,4160,3509531
D07FB,506848816,20230619,122614,2-H-3-11-I,31375607,L4,4160,3509531
D0DAA,395797728,20230619,154603,4-H-44-7-I,32298822,L3,576,24596703
D0DAA,395806602,20230619,154603,6-H-34-1-I,32298822,L3,576,24596703
D0DBG,475710444,20230619,104615,3-H-27-13-Y,32257124,K1,750,24604645
D0DBG,476817207,20230619,104606,6-V-20-5-Y,31401339,K2,5184,24581698
D0DBG,476817374,20230619,104606,6-H-18-13-Y,31401339,K2,5184,24581698
D0DBG,476831944,20230619,104606,6-V-15-4-Y,31401339,K2,5184,24581698
D0DBG,476848717,20230619,104606,6-H-16-4-Y,31401339,K2,5184,24581698
D0DBG,952303333,20230619,104602,4-V-27-9-Y,32339084,K4,6912,24581680
D0DBG,952339351,20230619,104557,3-H-22-7-Y,32249183,K4,13824,24581645
D0DBG,952341901,20230619,104557,5-H-1-9-I,32249183,K4,13824,24581645
D0DBG,952343019,20230619,104557,6-V-5-12-I,32249183,K4,13824,24581645
D0DBG,952347331,20230619,104557,3-H-6-3-I,32249183,K4,13824,24581645
D0DBG,952347372,20230619,104557,4-H-9-1-I,32249183,K4,13824,24581645
D0DBG,952347445,20230619,104557,3-V-20-2-Y,32249183,K4,13824,24581645
D0DBG,952347457,20230619,104557,3-H-6-3-Y,32249183,K4,13824,24581645
D0DBG,952348008,20230619,104602,2-H-5-9-I,32339084,K4,6912,24581680
D0DBG,952348010,20230619,104602,2-V-4-9-I,32339084,K4,6912,24581680
D0DBG,952348061,20230619,104602,3-V-6-11-Y,32339084,K4,6912,24581680
D0DBG,952348063,20230619,104602,4-H-9-1-Y,32339084,K4,6912,24581680
D0DBG,952348184,20230619,104602,3-V-6-11-I,32339084,K4,6912,24581680
D0DBG,952349065,20230619,104602,1-V-3-11-I,32339084,K4,6912,24581680
D0DBG,952349930,20230619,104602,2-H-2-13-Y,32339084,K4,6912,24581680
D0DBG,952350795,20230619,104602,2-H-5-9-Y,32339084,K4,6912,24581680
D0DBG,952350875,20230619,104602,3-V-5-11-I,32339084,K4,6912,24581680
D0DBG,952351903,20230619,104602,5-H-1-9-Y,32339084,K4,6912,24581680
D0DBG,952352212,20230619,104602,2-H-11-7-Y,32339084,K4,6912,24581680
D0DBG,952352410,20230619,104602,2-H-2-13-I,32339084,K4,6912,24581680
D0DBG,952352941,20230619,104602,5-V-6-2-I,32339084,K4,6912,24581680
D0DBG,952366135,20230619,104610,2-V-4-9-Y,31316245,K4,13824,24601625
D0DBG,952366712,20230619,104610,4-V-10-13-I,31316245,K4,13824,24601625
D0EGA,3803496,20230619,103840,3-H-27-6-I,32138768,L3,5200,1018021
D0EGA,3803497,20230619,103840,6-V-37-12-I,32138769,L3,5200,1018021
D0SAC,50965939,20230619,205212,6-H-34-6-I,31459815,L3,12,78138462
D0SAC,50965940,20230619,205212,2-H-16-8-I,31459815,L3,12,78138462
D0SAC,50965941,20230619,205212,3-V-36-5-I,31459815,L3,12,78138462
D0SAC,50965942,20230619,205212,5-V-33-7-I,31459815,L3,12,78138462
D0SAC,50965943,20230619,205212,2-H-18-6-I,31459815,L3,12,78138462
D0SAC,50965944,20230619,205212,4-H-32-10-I,31459815,L3,12,78138462
D0SAC,50965945,20230619,205212,5-V-32-6-I,31459815,L3,12,78138462
D0SAC,50965946,20230619,205212,6-V-29-14-I,31459815,L3,12,78138462
D0SAC,50965948,20230619,205212,5-V-34-13-I,31459815,L3,12,78138462
D0SAC,50965950,20230619,205212,1-V-2-8-I,31459815,L3,12,78138462
D0SAC,50965951,20230619,205212,4-V-34-13-I,31459815,L3,12,78138462
D0SAC,50965952,20230619,205212,1-H-6-11-I,31459815,L3,12,78138462
D0SAC,50965953,20230619,205212,2-V-16-9-I,31459815,L3,12,78138462
D0SAC,50965954,20230619,205212,3-V-7-14-I,31459815,L3,12,78138462
D0SAC,50965956,20230619,205212,4-H-26-3-I,31459815,L3,12,78138462
D0SAC,50965957,20230619,205212,2-V-37-6-I,31459815,L3,12,78138462
D0SAC,50965959,20230619,205212,2-V-23-4-I,31459815,L3,12,78138462
D0SAC,50965960,20230619,205212,5-H-5-13-I,31459815,L3,12,78138462
D0SAC,50965961,20230619,205212,6-V-34-6-I,31459815,L3,12,78138462
D0SAC,50965962,20230619,205212,3-H-20-2-I,31459815,L3,12,78138462
D0SAC,50965963,20230619,205212,3-V-21-12-I,31459815,L3,12,78138462
D0SAC,50965964,20230619,205212,1-H-23-4-I,31459815,L3,12,78138462
D0SAC,50965965,20230619,205212,4-V-43-5-I,31459815,L3,12,78138462
D0SAC,50965966,20230619,205212,5-H-33-11-I,31459815,L3,12,78138462
D0SAC,50965967,20230619,205212,5-V-33-8-I,31459815,L3,12,78138462
D0SAC,50965970,20230619,205212,4-H-43-5-I,31459815,L3,12,78138462
D0SAC,50965971,20230619,205212,6-H-12-4-I,31459815,L3,12,78138462
D0SAC,50965972,20230619,205212,4-V-35-5-I,31459815,L3,12,78138462
D0SAC,50965973,20230619,205212,5-V-33-3-I,31459815,L3,12,78138462
D0SAC,50965974,20230619,205212,5-H-18-11-I,31459815,L4,12,78138462
D0SAC,50965975,20230619,205212,1-V-21-7-I,31459815,L3,12,78138462
D0SAC,50965976,20230619,205212,5-V-33-4-I,31459815,L3,12,78138462
