B9401.KOLLIUTS,B9401.KOLLINR,B9401.SKAPDAT,B9401.SKAPTIM,B9401.FRDPLATS,B9403.ARTNR,B9401.EMBTYP,B9403.ARTANT,B9403.PACKNR
33186,833066,20220304,142227,4-H-21-6-I,31492326,K1,28,
33186,833067,20220304,142714,2-H-22-5-Y,30681138,K1,1538,
33186,86820,20220307,143625,3-V-13-7-Y,986820,K1,483,
33186,92319,20220307,151112,3-V-14-1-I,31492319,K2,228,
33186,109188,20220307,152115,5-V-18-8-I,31109188,K1,177,
D07FB,502470524,20220307,135135,6-V-28-8-I,987736,K1,4200,3167589
D07FB,502470558,20220307,135135,2-H-26-5-I,987736,K1,300,3167589
33186,307466,20220308,74003,3-H-7-6-Y,30746686,K1,289,
AEENA,79931660,20220316,204527,5-V-9-8-I,30624533,K1,1360,1683588
CHN08,33523225,20220318,131359,6-V-26-8-I,32140157,L3,80,
CHN08,33523865,20220318,131419,1-V-20-2-I,32140157,L3,80,
CHN08,33524655,20220318,131611,5-V-30-13-I,32140157,L3,80,
33186,161884,20220322,142033,6-V-1-6-I,1298612,L4,7200,
33186,1236583,20220322,111815,3-H-24-3-I,32255303,L1,186,
33186,123456789,20220322,111842,3-V-20-9-I,32255303,L1,104,
33186,569887425,20220322,112129,5-V-6-4-I,32255302,L1,359,
33186,987654321,20220322,111911,2-H-18-5-I,32255304,L1,45,
AD99M,2125775,20220322,114017,5-H-23-6-I,31375833,L2,3840,251020
AEENA,80022887,20220323,140537,2-H-21-8-I,30624533,K1,376,1683586
AEENA,80080180,20220328,155046,3-H-7-6-I,30624533,K1,400,1197272
CHN08,33607994,20220328,135424,3-V-24-4-I,32140157,L3,80,
CHN08,33608529,20220328,123346,5-H-3-5-I,32140157,L3,80,
CHN08,33609407,20220328,135734,4-H-22-10-I,32140157,L3,80,
AEENA,80167051,20220401,141443,2-H-17-11-I,30624533,K1,160,1709926
AEENA,80173812,20220405,55622,5-V-18-14-I,30624533,K1,160,1248423
D07FB,502839512,20220406,124524,4-V-9-8-Y,982781,K2,10250,3175417
AEENA,80277189,20220411,165727,3-H-11-3-I,30624533,K1,240,1248420
AEENA,80295558,20220413,101946,3-H-25-9-I,30624533,K1,160,1721119
D07FB,502926974,20220413,122441,5-V-27-10-I,982781,K2,14500,3177899
AEENA,80334387,20220415,95659,1-V-16-10-I,30624533,K1,320,1857032
33186,833546,20220419,131451,6-H-30-14-I,51,L4,0,
33186,833547,20220419,131506,6-V-46-12-I,51,L4,0,
AEENA,80337852,20220420,132434,6-H-15-8-I,30624533,K1,320,1732752
33186,167018,20220421,74019,2-V-27-12-Y,30624604,K1,2273,
AEENA,80383527,20220422,144035,4-V-13-8-I,30624533,K1,80,1732751
AEENA,80394753,20220425,131345,2-V-29-4-I,30624533,K1,240,1248422
AEU02,10058437,20220425,141313,4-V-7-13-I,1298610,L4,600,3151251
G942A,154269866,20220425,141806,2-V-23-6-I,31437205,L4,192,35068452
G942A,154269869,20220425,141806,6-V-24-6-I,31437205,L4,192,35068452
G942A,154269871,20220425,141806,5-V-10-2-I,31437205,L4,148,35068452
AECHB,38242,20220426,165604,2-V-11-2-I,32252302,L3,77,2201165
AECHB,38247,20220426,165604,4-H-15-10-I,32252302,L4,120,2201165
AED6G,2158634,20220426,133909,2-H-27-10-I,32249215,L3,98,254208
ND04P,833677,20220426,160927,2-H-8-8-I,31342468,L2,232,
33186,833697,20220427,195706,4-H-10-4-I,32249114,L2,16,
33186,833698,20220427,195907,4-H-23-6-I,32249114,L3,48,
33186,833699,20220427,195736,6-H-13-11-I,32249114,L3,48,
33186,833700,20220427,195721,4-H-25-1-I,32249114,L3,48,
33186,833701,20220427,195545,1-H-10-6-I,32249115,L2,17,
33186,833702,20220427,195558,3-V-17-8-I,32249115,L3,48,
33186,833703,20220427,195612,5-H-10-4-I,32249115,L3,48,
33186,833704,20220427,195640,3-H-19-7-I,32249115,L3,48,
AEENA,80440382,20220427,135716,5-H-1-8-Y,30624533,K1,240,1743707
AECHB,38602,20220428,84330,2-V-2-3-I,31437421,L4,288,2201229
AECHB,38603,20220428,84330,4-V-5-14-I,31437421,L5,288,2201229
AECHB,38604,20220428,84330,4-V-4-2-I,32252302,L4,120,2201229
AECHB,38605,20220428,84330,5-V-1-3-I,32252302,L4,120,2201229
AECHB,38606,20220428,84330,1-H-5-13-I,32252302,L4,120,2201229
AECHB,38607,20220428,84330,6-V-1-13-I,32252302,L4,120,2201229
33186,168810,20220429,100615,4-V-20-9-I,31441265,L4,24,
A32EB,82877218,20220429,134158,1-V-8-2-I,31459842,L4,192,51697720
AEENA,80479788,20220429,90825,1-V-8-14-I,30624533,K1,160,1743708
C7Q2D,80475686,20220429,130912,2-H-21-8-Y,982802,K1,1500,1743710
CXC6A,80478594,20220429,135014,1-V-6-5-I,982794,K1,4400,1875268
GJ0DA,13620694,20220429,100644,5-H-13-1-I,31441265,L4,24,
GJ0DA,13620695,20220429,100157,3-H-24-10-I,31441265,L4,24,
GJ0DA,13620702,20220429,100354,1-V-22-12-I,31441265,L4,24,
GJ0DA,13620703,20220429,100328,6-H-15-2-I,31441265,L4,24,
GJ0DA,13620704,20220429,100712,6-H-15-6-I,31441265,L4,24,
GJ0DA,13620705,20220429,100224,4-V-13-12-I,31441265,L4,24,
GJ0DA,13620707,20220429,100250,1-H-22-12-I,31441265,L4,24,
GJ0DA,13620708,20220429,100051,4-H-11-6-I,31441265,L4,24,
GJ0DA,13620709,20220429,100146,2-V-21-1-I,31441265,L4,24,
GJ0DA,13620710,20220429,95926,2-H-19-2-I,31441265,L4,24,
GJ0DA,13620712,20220429,100132,4-V-11-6-I,31441265,L4,24,
GJ0DA,13620713,20220429,100317,5-V-10-13-I,31441265,L4,24,
GJ0DA,13620714,20220429,100025,3-H-23-13-I,31441265,L4,24,
GJ0DA,13620715,20220429,100500,4-H-16-7-I,31441265,L4,24,
GJ0DA,13620716,20220429,100614,5-V-11-12-I,31441265,L4,24,
GJ0DA,13620717,20220429,95859,UTKTR2,31441265,L4,24,
GJ0DA,13620718,20220429,100050,5-H-10-7-I,31441265,L4,24,
GJ0DA,13620722,20220429,100020,1-H-21-12-I,31441265,L4,24,
GJ0DA,13620723,20220429,100117,2-V-16-1-I,31441265,L4,24,
GJ0DA,13620724,20220429,95947,3-V-23-10-I,31441265,L4,24,
33186,169102,20220502,94308,6-V-28-6-I,31437421,L2,76,
33186,169106,20220502,94825,5-V-20-8-I,32252302,L2,40,
G942A,154470665,20220502,145851,6-H-25-12-I,31437205,L3,100,35078240
D00MK,65208338,20220503,130215,3-V-9-8-I,31342677,L1,425,10230657
AEENA,80516559,20220504,122945,4-V-20-8-I,30624533,K1,240,1754565
AEENA,80522858,20220504,122843,6-V-15-4-I,30624533,K1,160,1880673
D0SAC,43949898,20220504,170522,3-V-24-2-I,31459841,L3,12,78128340
D0SAC,43949901,20220504,170522,6-H-25-2-I,31459841,L3,12,78128340
D0SAC,43949903,20220504,170522,1-V-16-6-I,31459841,L3,12,78128340
D0SAC,43949904,20220504,170522,2-H-32-4-I,31459841,L3,12,78128340
A32EB,169935,20220505,81011,5-V-5-10-I,31459842,L4,192,
AEENA,80564006,20220506,141826,5-V-18-14-Y,30624533,K1,320,1879647
AEENA,80577773,20220509,120534,3-V-18-1-Y,30624533,K1,160,1296998
AEENA,80625975,20220511,100921,1-H-14-9-I,30624533,K1,320,1893212
BQAGA,801781129,20220518,110231,4-H-25-5-I,31368824,L3,66,86990329
AEENA,80745619,20220520,142836,3-H-28-7-I,30624533,K1,160,1908549
AEENA,80763832,20220523,131153,5-H-22-4-I,30624533,K1,240,1911227
AEENA,80797801,20220525,144646,6-H-21-6-I,30624533,K1,320,1915611
33186,37477,20220601,152220,2-H-14-4-I,31437477,L2,21,
33186,41265,20220601,140759,1-V-4-12-I,31441265,L4,24,
33186,74846,20220601,150754,1-H-10-12-I,31474846,L1,5,
33186,314411,20220601,140909,2-H-20-12-I,31441265,L2,6,
AEENA,80861934,20220601,142523,1-V-1-5-I,30624533,K1,240,1801168
33186,22584,20220602,95741,3-V-28-6-I,32222584,K1,6,
33186,37205,20220602,94325,3-V-19-11-I,31437205,L2,96,
33186,37421,20220602,110038,5-V-4-8-I,31437421,L2,75,
33186,38395,20220602,124223,4-V-34-8-I,31338395,L2,152,
33186,39783,20220602,74712,4-V-10-4-I,31439783,K1,5,
33186,68529,20220602,134405,4-H-11-5-I,31368529,L2,752,
33186,313685,20220602,150417,4-H-26-9-I,31368531,K1,120,
33186,834110,20220602,95755,1-H-9-10-Y,31430979,K1,440,
33186,834111,20220602,100132,3-V-25-1-I,31459808,K1,147,
33186,834112,20220602,101534,5-V-5-8-I,31441176,L1,902,
33186,834113,20220602,102519,5-V-3-8-I,31459842,L2,69,
33186,834114,20220602,102658,6-H-21-10-I,31492241,L1,71,
33186,834115,20220602,121748,1-H-9-10-I,982794,K1,1714,
33186,834116,20220602,124830,1-V-25-7-I,987678,K1,2272,
33186,834117,20220602,125454,3-H-7-9-I,987736,K1,846,
33186,834118,20220602,130327,2-H-20-8-Y,982775,K1,2822,
33186,834119,20220602,130545,4-H-27-10-I,982802,K1,332,
33186,834120,20220602,132116,2-V-27-14-Y,30624533,K2,2496,
33186,834125,20220602,144507,6-H-10-12-Y,31441271,K1,103,
33186,31441,20220603,81838,6-V-18-8-I,31441692,L3,12,
33186,31459,20220603,81735,6-V-1-8-I,31459841,L3,12,
33186,40157,20220603,95741,5-H-12-4-I,32140157,L3,73,
33186,41692,20220603,83336,5-H-24-1-I,31441692,L3,12,
33186,59841,20220603,83426,6-H-3-8-I,31459841,L3,12,
33186,314598,20220603,94027,5-V-12-1-I,31459841,L3,1,
33186,834241,20220609,110206,6-H-12-3-Y,32213494,K1,240,
33186,834242,20220609,105120,4-H-6-10-I,31375104,L1,1239,
33186,179294,20220622,82958,5-V-27-14-I,30640852,K1,30,
DQA1A,10102446,20220623,91841,2-H-39-11-I,31316111,L3,880,87164472
33186,92318,20220829,94359,3-H-11-8-I,31492318,L1,64,
33186,835554,20220906,81239,3-H-10-1-I,30725401,L3,76,
33186,835559,20220906,93057,4-H-8-4-I,30725401,L3,46,
BQAGA,4111712,20221011,112314,4-V-9-4-I,31368460,L3,36,87089967
33186,836282,20221027,130811,1-V-3-8-I,51,L3,0,
33186,836284,20221027,131727,5-H-4-4-I,51,L2,0,
CH1BB,2469385,20221103,130121,3-H-10-7-I,31430704,L3,22,6043905
33186,93381,20221128,122806,4-V-5-9-I,31679338,L3,3769,
33186,836761,20221129,102412,2-H-19-5-I,24,L3,0,
33186,836762,20221129,102427,4-H-12-12-I,24,L4,0,
33186,836763,20221129,102457,3-V-2-10-I,24,L4,0,
33186,836764,20221129,102510,3-V-38-8-I,24,L3,0,
33186,836765,20221129,102527,4-V-16-3-I,24,L4,0,
33186,836766,20221129,102543,2-H-10-10-I,24,L4,0,
33186,836767,20221129,102557,2-V-28-10-I,24,L4,0,
33186,836768,20221129,102610,2-V-11-1-I,24,L3,0,
CXC6A,83211914,20221205,141154,3-H-7-1-I,11994,K1,60000,1576483
33186,80517,20221208,123434,3-V-15-2-I,32280517,L3,2,
33186,80518,20221208,123631,1-V-16-1-I,32280518,L3,2,
33186,836909,20221209,111940,5-H-21-8-Y,982781,K2,6000,
AEFW8,10425870,20221214,122954,6-V-11-2-I,31401067,L4,999,517227
AEU02,10287943,20230109,135250,5-H-34-12-I,1298610,L4,7200,3204701
33186,23904,20230110,151014,6-V-10-14-I,32213491,L1,480,
33186,25652,20230117,152337,2-V-16-13-I,32213491,L1,480,
AD99M,2581000,20230118,83353,2-V-27-11-I,31375831,L1,1920,282570
33186,837187,20230123,82207,5-H-6-13-I,3672,L4,0,
D059E,10303103,20230123,85633,2-H-26-10-I,32213491,L2,480,87208681
DQA1A,10313874,20230202,92633,9252,31375131,L3,3520,872180
CXC6A,83966813,20230206,123339,6-V-27-1-I,11996,K2,60000,1695843
33186,30878,20230207,150025,3-H-27-4-I,32213491,L1,240,
33186,33021,20230214,145109,2-V-25-8-Y,32213491,K1,240,
AEU02,10327628,20230220,132845,2-H-4-2-I,1298592,L4,2100,3215981
CXC6A,84183794,20230220,123006,5-H-21-8-I,11994,K1,28000,1695842
33186,34957,20230221,102843,2-H-13-11-I,32213531,L1,240,
E510F,164311809,20230223,111742,5-V-1-8-I,31430992,K1,75,35470898
D059E,10336910,20230227,85417,6-H-13-8-I,32213531,L1,240,87218432
33186,37152,20230228,131426,4-V-30-7-I,32213491,L1,240,
BQ6QB,25011405,20230228,124452,3-H-5-9-I,31339654,L4,4160,459343
BQ6QB,25011491,20230228,124452,1-H-6-2-I,31339654,L2,1440,459343
AEBQ4,96357512,20230306,63413,UTKTR2,31459809,L4,480,627513
DQA1A,10342791,20230306,144925,5-V-14-7-I,31316091,L3,1920,87220251
33186,39288,20230307,71357,6-V-31-7-I,30640852,K1,450,
R19YA,851163485,20230307,155157,6-H-5-2-I,31375697,L3,25000,40536665
33186,41946,20230314,174040,6-V-8-4-I,32213504,L1,480,
33186,837913,20230316,122752,GM1,3212,L4,0,
33186,837915,20230316,123028,GM1,3212,L4,0,
AD99M,2658666,20230316,112839,1-H-10-3-I,31375842,L2,3840,288176
33186,837983,20230317,111312,4-V-2-14-I,51,L5,0,
BHFCA,5181554,20230320,114608,UTKTR3,31441271,L3,6000,399412
AD99M,2670239,20230321,104352,3-H-6-8-I,31375842,L2,3840,289304
33186,837965,20230322,112206,GM1,3212,L4,0,
33186,837979,20230322,234153,4-V-7-1-I,3223,L4,0,
33186,838088,20230323,132433,UTKTR2,3212,L4,0,
BHD8A,131047373,20230323,155047,6-H-15-3-I,31401195,K3,72,23928487
BHD8A,131047377,20230323,182035,2-V-22-5-Y,31401195,K3,72,23929064
BHD8A,144640107,20230323,182035,3-H-34-5-I,31401195,K3,72,23929064
BHD8A,144640108,20230323,182035,6-H-16-4-I,31401195,K3,72,23929064
CXC6A,84677205,20230327,110526,5-H-17-10-Y,11994,K1,60000,1739464
AD99M,2677121,20230329,80002,6-H-7-13-I,31375842,L3,7680,289804
33186,47624,20230403,173119,5-H-9-4-I,31258024,L3,6000,
33186,838154,20230403,212529,4-V-43-6-I,3212,L4,0,
33186,838176,20230403,212741,4-V-42-12-I,3212,L4,0,
33186,838177,20230403,213050,GM1,3212,L4,0,
33186,838178,20230403,213431,3-H-9-12-I,3212,L4,0,
33186,838179,20230403,213653,4-H-44-10-I,3212,L4,0,
33186,838180,20230403,215121,6-H-19-11-I,3212,L4,0,
33186,838181,20230403,215240,GM1,3212,L4,0,
33186,838314,20230403,215613,2-V-4-14-I,3212,L4,0,
33186,838315,20230403,220309,4-H-24-7-I,3212,L4,0,
33186,838316,20230403,222109,2-H-16-5-I,3285,L2,0,
33186,838317,20230403,222359,6-H-20-13-I,3285,L3,0,
AEENA,84776819,20230403,111021,1-V-21-1-I,986214,K1,29000,1787311
DQA1A,10368507,20230403,145430,6-H-35-12-I,32224532,L3,9600,87228091
33186,47980,20230404,142721,6-H-33-9-I,32213491,L1,240,
33186,838319,20230404,104510,3-V-6-8-I,3472,L3,0,
33186,838323,20230404,104635,3-H-23-12-I,3472,L2,0,
33186,838329,20230404,104858,6-H-2-5-I,3472,L2,0,
33186,838330,20230404,105309,4-V-2-5-I,3472,L2,0,
33186,838331,20230404,105431,5-V-32-7-I,3472,L2,0,
33186,838332,20230404,105815,6-V-3-4-I,3472,L2,0,
33186,838333,20230404,105927,6-V-14-12-I,3472,L2,0,
33186,838334,20230404,110138,1-V-13-5-I,3472,L2,0,
33186,838335,20230404,110313,6-V-17-2-I,3472,L2,0,
33186,838336,20230404,143752,4-H-31-8-I,3472,L2,0,
33186,838337,20230404,143910,6-V-22-14-I,3472,L2,0,
33186,838338,20230404,144021,6-V-36-1-I,3472,L2,0,
33186,838339,20230404,144154,6-V-36-2-I,3472,L2,0,
33186,838340,20230404,214000,2-V-46-10-I,3212,L4,0,
33186,838342,20230404,214735,1-H-27-1-I,3212,L3,0,
33186,838343,20230404,215123,1-V-1-13-I,3212,L4,0,
CH1BB,2469383,20230405,190146,6-V-8-2-I,31430704,L3,150,6048092
CH1BB,2469386,20230405,190146,4-V-11-4-I,31430704,L3,150,6048092
BQAGA,4111713,20230406,100642,6-H-27-5-I,31368460,L3,100,87215465
BQAGA,4111714,20230406,100642,5-H-24-2-I,31368460,L3,100,87215465
BQAGA,4111715,20230406,100642,4-H-25-12-I,31368460,L3,100,87215465
BQAGA,4111716,20230406,100642,6-V-8-12-I,31368460,L3,100,87215465
BQAGA,4111717,20230406,100642,6-H-27-8-I,31368460,L3,100,87215465
D07FB,506145951,20230406,75427,2-V-25-2-I,30624604,K1,3000,3489131
D07FB,506145985,20230406,75427,2-H-11-4-I,30624604,K1,1000,3489131
AED6G,2707110,20230411,121010,2-H-15-2-I,32249215,L3,136,291786
C7Q2D,84920725,20230414,155601,5-V-17-14-I,982802,L3,9000,2495551
D07FB,506212222,20230414,91632,2-V-15-14-I,982775,K2,5400,3491145
33186,51129,20230417,210641,1-V-11-14-I,31321325,L1,14,
AEBQ4,96409454,20230417,65741,1-H-11-9-I,31459809,L4,512,632706
BQAGA,20348012,20230417,80648,3-V-20-3-I,31368824,L4,304,87221676
33186,838550,20230418,231653,2-V-3-6-I,3223,L4,0,
BHD8A,144125714,20230418,195150,3-V-36-12-I,31401195,K3,72,24124289
R19YA,851284675,20230418,104629,4-V-19-14-I,31375697,L3,90000,40552849
AD99M,2718131,20230419,94450,5-V-16-10-I,31375842,L2,3840,292810
D07FD,130979638,20230421,125929,3-V-36-12-Y,987678,K1,5400,4235862
EXRGA,5613123,20230422,221220,3-V-14-12-I,31480754,L4,180,584409
33186,53009,20230424,110901,5-H-17-5-I,31480754,L3,132,
AEENA,85072166,20230424,125120,6-V-9-4-Y,986214,K1,17000,2512982
33186,838555,20230425,94927,5-H-27-3-I,3181,K1,0,
33186,838556,20230425,95151,2-V-4-4-I,3181,K1,0,
33186,838558,20230425,122516,6-V-9-4-I,3782,K1,0,
33186,838652,20230425,123110,6-V-9-14-Y,3782,K1,0,
33186,838664,20230425,151709,1-H-31-13-I,26,L4,0,
D07FB,506312677,20230425,104541,6-H-20-5-I,987736,K1,4500,3494056
D07FB,506312678,20230425,104541,2-V-14-13-I,987736,K1,4500,3494056
33186,838653,20230426,212824,4-H-45-2-I,3212,L4,0,
33186,838654,20230426,213110,3-V-39-5-I,3212,L3,0,
33186,838655,20230426,213350,6-H-3-6-I,3212,L4,0,
33186,838656,20230426,213633,1-H-6-9-I,3212,L4,0,
33186,838657,20230426,213920,6-H-2-12-I,3212,L4,0,
33186,838658,20230426,214141,2-V-14-11-I,3212,L4,0,
33186,838659,20230426,214826,5-V-9-3-I,3212,L4,0,
33186,838660,20230426,220121,2-V-2-9-I,3212,L4,0,
33186,838661,20230426,220232,5-V-7-3-I,3212,L4,0,
33186,838662,20230426,220410,UTKTR2,3212,L4,0,
33186,838676,20230426,220626,2-V-1-13-I,3212,L4,0,
33186,838677,20230426,221345,5-H-12-12-I,3212,L4,0,
33186,838678,20230426,221148,6-V-36-10-I,3212,L4,0,
33186,838679,20230426,221548,4-H-13-13-I,3212,L4,0,
33186,838680,20230426,225446,3-V-8-6-I,3212,L4,0,
33186,838681,20230426,225738,UTKTR2,3212,L4,0,
33186,838682,20230426,225858,4-H-8-7-I,3212,L4,0,
33186,838683,20230426,230026,2-V-13-1-I,3212,L4,0,
BQ2XA,30179828,20230426,124937,1-H-16-12-I,31430979,L1,500,367711
33186,54347,20230427,145354,4-H-27-5-I,31206569,K1,1000,
33186,838687,20230428,124540,5-H-7-8-I,3219,L2,0,
33186,838688,20230428,125004,2-V-27-5-I,3286,L2,0,
33186,838689,20230428,130007,5-H-32-5-I,3286,L2,0,
33186,838690,20230428,125804,6-V-29-5-I,3286,L2,0,
AEENA,85148986,20230428,121258,2-H-20-13-I,30640768,K2,3100,2356563
33186,55295,20230502,143218,2-V-24-8-I,31206569,K1,2000,
33186,55328,20230502,160932,4-V-27-2-I,31316240,L3,6650,
33186,836344,20230503,192809,6-V-5-5-I,26,L3,0,
33186,838757,20230503,193826,4-H-9-10-I,3285,L3,0,
33186,838758,20230503,194321,4-H-23-1-I,3285,L3,0,
33186,838759,20230503,194843,1-V-15-4-I,3285,L3,0,
33186,838760,20230503,203428,5-H-1-5-I,3285,L3,0,
33186,838761,20230503,203725,2-H-17-9-I,3285,L3,0,
BQ2XA,30180445,20230503,91942,6-V-26-4-I,31430979,L1,2500,368667
CH1BB,2199686,20230503,190127,1-H-17-8-I,31670108,L3,150,6048672
33186,838799,20230505,142303,2-V-18-7-I,3219,L2,0,
BQ2PA,29240,20230505,204701,3-V-32-8-Y,31316277,K1,7600,
BQ2PA,29242,20230505,204845,2-V-23-5-I,31316277,K1,7600,
BQ2PA,29243,20230505,204643,4-H-37-6-I,31316277,K1,7600,
BQ2PA,29244,20230505,204728,2-H-30-2-I,31316277,K1,7600,
D26XC,849080,20230505,105037,5-V-31-7-I,31401333,L1,36,
33186,838802,20230508,110018,6-V-27-8-Y,3686,K1,0,
Q8WGE,446283068,20230508,104321,3-H-15-8-I,32290415,L2,1200,2375799
33186,57493,20230509,93053,6-V-2-3-I,31316093,L4,9480,
33186,838833,20230509,111035,4-H-4-1-I,3212,L4,0,
33186,838834,20230509,121703,5-H-8-12-I,3212,L4,0,
EXRGA,5644098,20230509,131810,2-V-3-3-I,31480754,L4,192,584824
EXRGA,5644115,20230509,131810,5-V-3-10-I,31480754,L4,192,584824
EXRGA,5644132,20230509,131810,3-V-1-6-I,31480754,L4,192,584824
EXRGA,5644149,20230509,131810,3-V-2-12-I,31480754,L4,192,584824
AEENA,85308159,20230511,154949,6-H-21-6-Y,986214,K1,30000,2385463
BHD8A,392575607,20230512,200800,3-V-16-4-I,31401195,K3,72,24330902
33186,838938,20230515,135517,6-H-12-8-I,3743,L3,0,
33186,838939,20230515,140839,2-V-10-14-I,3743,L3,0,
33186,838940,20230515,141024,4-H-7-5-I,3743,L3,0,
33186,838941,20230515,141213,3-V-3-4-I,3743,L3,0,
33186,838946,20230515,220609,1-V-10-13-I,3211,L4,0,
33186,838947,20230515,221154,5-H-9-2-I,3211,L4,0,
33186,839006,20230515,222044,2-H-2-3-I,3211,L4,0,
33186,839007,20230515,230641,2-H-2-11-I,3211,L4,0,
33186,839008,20230515,230844,3-H-3-10-I,3211,L4,0,
D059E,10018964,20230515,134918,5-V-17-10-I,32213522,L4,9600,87238081
33186,59874,20230516,124651,5-V-2-14-I,32202336,L5,1600,
33186,59875,20230516,124837,6-V-7-14-I,32202336,L5,1600,
33186,59883,20230516,125939,2-V-5-14-I,32202336,L5,1600,
33186,60109,20230516,234154,2-H-36-4-I,32135228,L3,80,
33186,839013,20230516,133019,2-V-26-1-I,3444,L3,0,
33186,839014,20230516,133200,2-H-1-4-I,3444,L3,0,
33186,839015,20230516,133340,4-V-21-10-I,3444,L3,0,
33186,839016,20230516,133600,1-V-14-6-I,3444,L3,0,
33186,839017,20230516,133941,3-V-8-12-I,3444,L3,0,
AD99M,2768916,20230516,150837,1-V-20-7-I,31375832,L3,7680,296471
AD99M,2768917,20230516,150837,2-V-25-4-I,31375843,L3,7680,296471
AECGH,360873455,20230516,114854,5-H-3-7-I,32361916,L4,18,4369789
AECGH,360873456,20230516,114854,6-H-1-7-I,32361916,L4,18,4369789
AECGH,360873458,20230516,114854,5-H-25-2-I,32361916,L4,18,4369789
AECGH,360873460,20230516,114854,4-H-8-9-I,32361916,L4,18,4369789
CHN08,43367073,20230516,234828,6-H-35-10-I,32135228,L3,80,
CHN08,43382230,20230516,234330,2-V-36-5-I,32135228,L3,80,
CHN08,43445955,20230516,234535,3-V-12-4-I,32135228,L3,80,
CHN08,43451017,20230516,235609,2-H-36-8-I,32135228,L3,80,
CHN08,43474261,20230516,235240,4-H-40-13-I,32135228,L3,80,
CHN08,43558819,20230516,233922,5-V-17-5-I,32135228,L3,80,
CHN08,43590610,20230516,234939,4-H-40-7-I,32135228,L3,80,
CHN08,43596087,20230516,235321,3-H-20-7-I,32135228,L3,80,
CHN08,43620069,20230516,235021,4-H-40-11-I,32135228,L3,80,
CHN08,43624891,20230516,235633,6-V-37-3-I,32135228,L3,80,
CHN08,43626695,20230516,234738,4-V-16-13-I,32135228,L3,80,
CHN08,43629188,20230516,234234,2-H-36-5-I,32135228,L3,80,
CHN08,43654151,20230516,234802,5-V-34-1-I,32135228,L3,80,
CHN08,43667193,20230516,235401,3-H-30-1-I,32135228,L3,80,
BQ2XA,30181744,20230517,140739,6-V-21-3-I,31336014,K1,7500,370600
AEENA,85491626,20230522,190510,2-H-12-6-Y,986214,K1,13000,2550526
AEK13,2778628,20230522,73908,3-H-8-7-I,32249029,L2,2160,91911980
DQA1A,10023955,20230522,74928,5-V-5-6-I,31316092,L4,9600,87239321
33186,61671,20230523,190600,4-V-7-11-I,32252284,L4,120,
33186,61681,20230523,193134,1-V-25-13-I,32135228,L3,80,
33186,839117,20230523,132613,3-H-4-4-I,3285,L2,0,
33186,839133,20230523,144715,6-H-26-4-I,3131,L2,0,
33186,839141,20230523,145958,OMPL1,780,L4,0,
33186,839143,20230523,151823,OMPL1,780,L4,0,
33186,839144,20230523,152542,OMPL1,780,L5,0,
AECGH,359948803,20230523,182524,5-V-12-10-I,32252284,L3,120,
AECGH,359948805,20230523,122316,6-V-11-4-I,32252284,L3,120,
AECGH,359948806,20230523,215425,2-H-24-12-I,32252284,L4,120,
AECGH,359948809,20230523,174224,4-H-32-9-I,32252284,L4,120,
AECGH,359956608,20230523,122406,6-V-20-12-I,32252284,L3,120,
AECGH,359956609,20230523,215549,3-H-20-1-I,32252284,L4,120,
AEU02,10026578,20230523,134730,4-V-4-6-I,1298592,L4,7200,3238641
BQ1LA,100894049,20230523,85132,2-V-18-5-Y,943590,K1,500,720278
CHN08,43445949,20230523,220557,4-H-43-6-I,32135228,L3,80,
CHN08,43451768,20230523,220330,6-V-37-10-I,32135228,L3,80,
CHN08,43451780,20230523,211814,5-H-38-3-I,32135228,L3,80,
CHN08,43452701,20230523,215715,2-V-37-11-I,32135228,L3,80,
CHN08,43453112,20230523,220015,2-H-37-13-I,32135228,L3,80,
CHN08,43453113,20230523,212433,6-V-33-8-I,32135228,L3,80,
CHN08,43517849,20230523,211958,5-V-38-3-I,32135228,L3,80,
CHN08,43520909,20230523,214643,5-V-35-9-I,32135228,L3,80,
CHN08,43532838,20230523,225004,2-V-33-2-I,32135228,L3,80,
CHN08,43628457,20230523,212925,4-V-35-9-I,32135228,L3,80,
CHN08,43731941,20230523,191358,5-V-33-2-I,32135228,L3,80,
CHN08,43737895,20230523,193631,5-H-36-5-I,32135228,L3,80,
CHN08,43740688,20230523,193133,2-H-33-6-I,32135228,L3,80,
CHN08,43744193,20230523,191309,5-H-12-5-I,32135228,L3,80,
CHN08,43749793,20230523,211842,6-H-27-1-I,32135228,L3,80,
CHN08,43752306,20230523,212622,4-H-28-10-I,32135228,L3,80,
CHN08,43754918,20230523,224739,3-H-18-6-I,32135228,L3,80,
CHN08,43755464,20230523,213818,6-V-23-9-I,32135228,L4,80,
CHN08,43762684,20230523,212656,6-V-37-5-I,32135228,L3,80,
CHN08,43767362,20230523,212524,3-H-20-9-I,32135228,L3,80,
CHN08,43773611,20230523,193332,1-H-26-2-I,32135228,L3,80,
CHN08,43774542,20230523,222634,6-H-38-4-I,32135228,L3,80,
